symbol,timeframe,slice_combination,regime,regime_symbol,diagnostic_status,regime_window_rows,slice_n,slice_mean_ret_costadj,slice_win_rate,slice_t_stat_nw,slice_p_value_nw,slice_pass,baseline_mean_ret_costadj,excess_vs_baseline,best_parent_filter,best_parent_mean_ret_costadj,excess_vs_best_parent
DOT/USD,1d,state_ext=stretched_up + state_vol=low_vol,bull,BTC/USD,ok,395,11,0.061303009065203896,0.7272727272727273,2.7799203052286057,0.005437224034118948,False,0.0018012901822515531,0.059501718882952345,state_vol=low_vol,0.05347661591380073,0.007826393151403169
DOT/USD,1d,state_ext=stretched_up + state_vol=low_vol,bear,BTC/USD,ok,223,2,0.023238549852694614,1.0,4.336928931371933,1.4448731625371636e-05,False,0.011264956948685099,0.011973592904009515,state_ext=stretched_up,0.01865981073668315,0.004578739116011463
DOT/USD,1d,state_ext=stretched_up + state_vol=low_vol,neutral,BTC/USD,ok,448,34,0.04511015705392556,0.7352941176470589,2.3559848969769264,0.018473668774038554,True,0.0008437826613214319,0.044266374392604134,state_ext=stretched_up,0.027676916325211895,0.01743324072871367
UNI/USD,1d,cross_TLT_state_slope=downtrend + state_ext=stretched_up,all,BTC/USD,ok,1834,115,0.030481500409804456,0.6782608695652174,2.4737916372186337,0.01336876410730925,True,-0.0020150847869148114,0.03249658519671927,state_ext=stretched_up,0.0002102785042604326,0.030271221905544023
UNI/USD,1d,cross_TLT_state_slope=downtrend + state_ext=stretched_up,bull,BTC/USD,ok,515,17,0.06415145676715295,0.8823529411764706,3.500451458928938,0.0004644708195113978,True,-0.012337877889713977,0.07648933465686693,cross_TLT_state_slope=downtrend,0.00926777349968022,0.05488368326747273
UNI/USD,1d,cross_TLT_state_slope=downtrend + state_ext=stretched_up,bear,BTC/USD,ok,481,39,0.038593138066967105,0.6923076923076923,2.139024928855718,0.0324336494833215,True,-0.005108010175154697,0.043701148242121804,state_ext=stretched_up,-0.005747391110747529,0.04434052917771463
UNI/USD,1d,cross_TLT_state_slope=downtrend + state_ext=stretched_up,neutral,BTC/USD,ok,639,59,0.015418057584308387,0.6101694915254238,1.0633232678716193,0.2876353768680915,False,0.007010803325728942,0.008407254258579445,state_ext=stretched_up,0.024160993641743844,-0.008742936057435457
UNI/USD,1d,cross_TLT_state_slope=downtrend + state_ext=stretched_up,regime_warmup,BTC/USD,ok,199,0,,,,,False,0.0031929205181384064,,state_ext=stretched_up,0.023748274424410704,
DOGE/USD,1h,state_weekpart=weekday + state_ext=stretched_up + state_vol=high_vol,all,BTC/USD,ok,9077,291,0.003136935719468354,0.5738831615120275,1.2638618844178617,0.20627960453678895,False,0.00021648863840732888,0.0029204470810610247,state_ext=stretched_up + state_vol=high_vol,0.0024250025826934364,0.0007119331367749174
DOGE/USD,1h,state_weekpart=weekday + state_ext=stretched_up + state_vol=high_vol,bull,BTC/USD,ok,2308,100,0.002466327351547366,0.54,0.5419164917223089,0.5878760352209009,False,0.0011407447908734106,0.0013255825606739552,state_ext=stretched_up + state_vol=high_vol,0.005382103993183942,-0.0029157766416365765
DOGE/USD,1h,state_weekpart=weekday + state_ext=stretched_up + state_vol=high_vol,bear,BTC/USD,ok,2789,51,-0.0003233046459407547,0.5882352941176471,-0.057138656355642664,0.954434743389575,False,0.0003007367676985631,-0.0006240414136393178,state_weekpart=weekday + state_ext=stretched_up,0.001956234150457905,-0.00227953879639866
DOGE/USD,1h,state_weekpart=weekday + state_ext=stretched_up + state_vol=high_vol,neutral,BTC/USD,ok,3781,140,0.004876457829668095,0.5928571428571429,1.811079636421863,0.07012852521607615,False,-0.00012645183254790852,0.005002909662216004,state_weekpart=weekday + state_vol=high_vol,0.0019933326256823753,0.00288312520398572
DOGE/USD,1h,state_weekpart=weekday + state_ext=stretched_up + state_vol=high_vol,regime_warmup,BTC/USD,ok,199,0,,,,,False,-0.005167899863116376,,state_ext=stretched_up,-0.003670576632235888,
DOGE/USD,1h,state_ext=stretched_up + state_vol=high_vol,all,BTC/USD,ok,9077,400,0.0024250025826934364,0.57,1.1417791282213727,0.25354584013801906,False,0.00021648863840732888,0.0022085139442861073,state_vol=high_vol,0.0010445682022615086,0.0013804343804319278
DOGE/USD,1h,state_ext=stretched_up + state_vol=high_vol,bull,BTC/USD,ok,2308,126,0.005382103993183942,0.5793650793650794,1.3056432726153575,0.19167389744036134,False,0.0011407447908734106,0.004241359202310531,state_vol=high_vol,0.004221079574479384,0.001161024418704558
DOGE/USD,1h,state_ext=stretched_up + state_vol=high_vol,bear,BTC/USD,ok,2789,60,0.00021689019963869896,0.6333333333333333,0.044632301274657414,0.9644003956117893,False,0.0003007367676985631,-8.384656805986415e-05,state_ext=stretched_up,0.0019029678331845936,-0.0016860776335458946
DOGE/USD,1h,state_ext=stretched_up + state_vol=high_vol,neutral,BTC/USD,ok,3781,214,0.0013030024203639083,0.5467289719626168,0.5436844033365237,0.5866586669623604,False,-0.00012645183254790852,0.0014294542529118168,state_vol=high_vol,0.0013600379427824597,-5.703552241855133e-05
DOGE/USD,1h,state_ext=stretched_up + state_vol=high_vol,regime_warmup,BTC/USD,ok,199,0,,,,,False,-0.005167899863116376,,state_ext=stretched_up,-0.003670576632235888,
SUSHI/USD,1d,cross_USO_state_ext=stretched_up + state_ext=stretched_up,all,BTC/USD,ok,1822,257,0.02551294851616985,0.5953307392996109,1.7568971037727694,0.0789353494031888,False,0.002489867830105468,0.023023080686064384,cross_USO_state_ext=stretched_up,0.013785288761810186,0.011727659754359665
SUSHI/USD,1d,cross_USO_state_ext=stretched_up + state_ext=stretched_up,bull,BTC/USD,ok,515,79,0.0157653410003299,0.5443037974683544,0.5529561973796687,0.5802934045440997,False,0.004339228921362992,0.01142611207896691,cross_USO_state_ext=stretched_up,0.019355184080964503,-0.003589843080634602
SUSHI/USD,1d,cross_USO_state_ext=stretched_up + state_ext=stretched_up,bear,BTC/USD,ok,481,35,0.020836541142800286,0.6857142857142857,1.0006701510454037,0.31698630266455785,False,0.0029078217429439196,0.017928719399856366,state_ext=stretched_up,0.01584677048356844,0.004989770659231847
SUSHI/USD,1d,cross_USO_state_ext=stretched_up + state_ext=stretched_up,neutral,BTC/USD,ok,637,107,0.024298004617231497,0.5420560747663551,1.3383938099082584,0.18076809569745023,False,-0.000297869323747281,0.02459587394097878,state_ext=stretched_up,0.0076950986005762095,0.01660290601665529
SUSHI/USD,1d,cross_USO_state_ext=stretched_up + state_ext=stretched_up,regime_warmup,BTC/USD,ok,189,36,0.05506112209966136,0.7777777777777778,1.1143233455082013,0.2651404951626857,False,0.005782628533445588,0.049278493566215775,state_ext=stretched_up,0.03739847542737802,0.017662646672283337
UNI/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,all,BTC/USD,ok,1834,207,0.004532278434905207,0.642512077294686,0.28075969757401276,0.778894717391529,False,-0.0020150847869148114,0.006547363221820019,cross_USO_state_vol=low_vol,0.009204654993602249,-0.0046723765586970415
UNI/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,bull,BTC/USD,ok,515,153,-0.008145748001237286,0.5882352941176471,-0.38802934446800047,0.6979943179140466,False,-0.012337877889713977,0.004192129888476691,cross_USO_state_vol=low_vol,0.004803477892385152,-0.012949225893622438
UNI/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,bear,BTC/USD,ok,481,12,0.005561182281202062,0.6666666666666666,0.4045755896687683,0.685789504587925,False,-0.005108010175154697,0.010669192456356759,cross_USO_state_vol=low_vol,-0.004433921045605853,0.009995103326807916
UNI/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,neutral,BTC/USD,ok,639,42,0.05042254506762518,0.8333333333333334,3.791176551707679,0.0001499353202105702,True,0.007010803325728942,0.04341174174189624,state_ext=stretched_up,0.024160993641743844,0.026261551425881338
UNI/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,regime_warmup,BTC/USD,ok,199,0,,,,,False,0.0031929205181384064,,state_ext=stretched_up,0.023748274424410704,
DOT/USD,1d,cross_USO_state_slope=downtrend + state_slope=flat,all,BTC/USD,ok,1066,89,0.02684872159217251,0.6404494382022472,1.919984355749405,0.05485987551149929,False,0.0033786206883847474,0.023470100903787764,state_slope=flat,0.019932161808117875,0.006916559784054636
DOT/USD,1d,cross_USO_state_slope=downtrend + state_slope=flat,bull,BTC/USD,ok,395,26,0.04321841124552464,0.7307692307692307,2.3284376227383263,0.01988887785011295,True,0.0018012901822515531,0.04141712106327309,state_slope=flat,0.047350813627287415,-0.0041324023817627745
DOT/USD,1d,cross_USO_state_slope=downtrend + state_slope=flat,bear,BTC/USD,ok,223,19,0.06635566658293965,0.7368421052631579,2.7415350414904953,0.006115283754324352,True,0.011264956948685099,0.05509070963425455,state_slope=flat,0.030580432754195305,0.03577523382874434
DOT/USD,1d,cross_USO_state_slope=downtrend + state_slope=flat,neutral,BTC/USD,ok,448,44,0.00011590600554224883,0.5454545454545454,0.006118798270803243,0.9951179357929081,False,0.0008437826613214319,-0.000727876655779183,state_slope=flat,0.003327222061765742,-0.0032113160562234934
DOT/USD,1d,cross_TLT_state_slope=downtrend + state_slope=flat,all,BTC/USD,ok,1066,68,0.03426837126713107,0.6911764705882353,2.6396940593134897,0.008298089988356683,True,0.0033786206883847474,0.030889750578746326,state_slope=flat,0.019932161808117875,0.014336209459013198
DOT/USD,1d,cross_TLT_state_slope=downtrend + state_slope=flat,bull,BTC/USD,ok,395,11,0.09226286934784719,1.0,14.014520465930902,0.0,False,0.0018012901822515531,0.09046157916559563,state_slope=flat,0.047350813627287415,0.04491205572055978
DOT/USD,1d,cross_TLT_state_slope=downtrend + state_slope=flat,bear,BTC/USD,ok,223,14,0.06278010539095978,0.7142857142857143,2.6899862650673363,0.007145495991556672,False,0.011264956948685099,0.051515148442274686,state_slope=flat,0.030580432754195305,0.03219967263676447
